TrackID,Name,Artist,Album,Genre,Location,AverageBpm,Key
172374796,spotify-track-5woMjo2BA4tBrcGv7B8snr,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-5woMjo2BA4tBrcGv7B8snr.mp3,0.0,
30685260,spotify-track-5wu3g9JQREsWHszKnKQHa4,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-5wu3g9JQREsWHszKnKQHa4.mp3,0.0,
66508006,spotify-track-5zE2XYc6zON8lIYgDi6ZvP,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-5zE2XYc6zON8lIYgDi6ZvP.mp3,0.0,
24586342,spotify-track-5zOxGBR8fT1a7P58vkKTCs,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-5zOxGBR8fT1a7P58vkKTCs.mp3,0.0,
206126863,spotify-track-5zRaGcan8lObkQ5n26XqY0,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-5zRaGcan8lObkQ5n26XqY0.mp3,0.0,
92116477,spotify-track-5zvZmHCLMhufUeLDREt35N,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-5zvZmHCLMhufUeLDREt35N.mp3,0.0,
265472224,spotify-track-6AEvRak0rLoxfjzfml0iMJ,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-6AEvRak0rLoxfjzfml0iMJ.mp3,0.0,
231247594,spotify-track-6AF8DKedCetDwOYyJh4jxU,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-6AF8DKedCetDwOYyJh4jxU.mp3,0.0,
179538614,spotify-track-6AS4UvRarKWVMueNkTKTXe,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-6AS4UvRarKWVMueNkTKTXe.mp3,0.0,
237636642,spotify-track-6b2BVDyqhzA2DHIe01cNhV,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-6b2BVDyqhzA2DHIe01cNhV.mp3,0.0,
97277148,spotify-track-6CWjj4nFhrQGtf3LyMkDf5,,,,file://localhost/Users/hordia/dev/9216-TIMMD/music/sample_audio/Angeles Azules/spotify-track-6CWjj4nFhrQGtf3LyMkDf5.mp3,0.0,
